description,price_$,decade,tag,cat
Earthday The Time Is Now Shirt,60.0,1990,,
Jerry Cantrell Bobby Depot Shirt,250.0,1990,,
Guns N Roses World Tour Shirt,300.0,1990,Guns N Roses,Music
Nine Inch Nails Fixed Shirt,350.0,1990,Nine Inch Nails,Music
Elton John Billy Joel Tour Shirt,125.0,1990,Elton John,Music
Nine Inch Nails Self Destruct Tour Shirt,300.0,1990,Nine Inch Nails,Music
Batman The Penguin Shirt,150.0,1990,Batman,Entretainment
Looney Tunes Warner Brothers Shirt,125.0,1990,Looney Tunes,Entretainment
Easyriders Tour Shirt,100.0,1990,,
Jerry Cantrell Boggy Depot Fuck Em All Shirt,200.0,1990,,
Korn Follow The Leader Shirt,175.0,1990,Korn,Music
Earth Day The Time Is Now Shirt,65.0,1990,,
Country Music Through And Through All Over Print Shirt,250.0,1990,,
Rock & Roll Family Tree Shirt,150.0,1990,,
Neil Young Crazy Horse Tour Jersey Shirt,250.0,1990,,
Lollapalooza Concert Shirt,300.0,1990,Lollapalooza,Music
Kevin Garnett NBA Basketball Jersey,125.0,1990,,
Joe Walsh The Anthology Tour Shirt,50.0,1990,,
Earth Day Is Everyday Shirt,50.0,1990,,
Widespread Panic Crew Shirt,50.0,1990,,
Dan Fogelberg River Of Souls Tour Shirt,65.0,1990,,
Neal McCoy Tour Shirt,125.0,1990,,
Infinity Spiral Galaxy Shirt,50.0,1990,,
Jane's Addiction Ritual De Lo Habitual Tour shirt,250.0,1990,,
Erasure The Innocents Shirt,100.0,1990,,
Lucious Jackson Shirt,200.0,1990,,
Morrissey Shirt,400.0,1990,,
Beauty And The Beast Disney Shirt,250.0,1990,Disney,Entretainment
Bunny Berigan Jazz Legend Shirt,50.0,1990,,
Green Day Gordzilla Crew Tour Shirt,600.0,1990,Green Day,Music
The Cure Wild Mood Swings Shirt,400.0,1990,,
Soundgarden Kickstand Shirt,500.0,1990,,
Goosebumps Boo Dude Shirt,120.0,1990,,
Tesla Bust A Nut All Over Print Tie Dye Shirt,150.0,1990,,
Meat Loaf Everything Louder Tour Crew Shirt,60.0,1990,,
Aerosmith The Fire Ball Boston NYE Concert Shirt,125.0,1990,Aerosmith,Music
Dwight Yoakum Gone Tour Shirt,125.0,1990,,
John Michael Montgomery Kickin' It Up Tour Shirt,100.0,1990,,
Grateful Dead Summer Tour Shirt,150.0,1990,Grateful Dead,Music
Dizzy Gillespie Shirt,100.0,1990,,
Don Henley Tour Shirt,75.0,1990,,
The Beatles White Album Shirt,125.0,1990,Beatles,Music
Slipknot Judge Me Shirt,150.0,1990,,
Nick Cave The Bad Seeds Tupelo Shirt,125.0,1990,,
Rock N Roll Hall Of Fame Ceremony Shirt,75.0,1990,,
Travis Tritt It's All About To Change Tour Shirt,150.0,1990,,
Neil Diamond Crew Concert Shirt,50.0,1990,,
Million Man March Washington DC Long Sleeve Shirt,100.0,1990,,
Larry Johnson Charlotte Hornets NBA Basketball Jersey,125.0,1990,,
Bell Biv Devoe Shit Is Mental Tour Shirt,250.0,1990,,
Elton John The Big Picture World Tour Shirt,125.0,1990,Elton John,Music
No Doubt Tragic Kingdom Crew Tour Shirt,65.0,1990,,
John Lennon Memorial Shirt,250.0,1990,John Lennon,Music
Van Halen For Unlawful Carnal Knowledge Tie Dye Shirt,200.0,1990,Van Halen,Music
Lollapalooza Concert Shirt,250.0,1990,Lollapalooza,Music
Northern Constellations Shirt,125.0,1990,,
The Secret Garden Shirt,125.0,1990,,
ACDC Ballbreaker Tour Shirt,200.0,1990,,
Erasure Dressed To Thrill Shirt,400.0,1990,,
Titanic Movie Promo Shirt,125.0,1990,,
Huey Lewis & The News Bill Graham NYE Concert Shirt,250.0,1990,,
A League Of Their Own Movie Promo Shirt,100.0,1990,,
Psilly Rabbit Dog Eat Dog Shirt,200.0,1990,,
Ramones Shirt,500.0,1990,Ramones,Music
Grateful Dead Spring Tour Liquid Blue Tie Dye Shirt,275.0,1990,Grateful Dead,Music
Pulp Fiction Embroidered Logo Shirt,135.0,1990,,
Grateful Dead Rise And Fall Tour Liquid Blue Tie Dye Shirt,300.0,1990,Grateful Dead,Music
The Flintstones Movie Promo Shirt,175.0,1990,,
Shih Tzu Dog Shirt,60.0,1990,,
John Lennon Bleach Print Shirt,300.0,1990,John Lennon,Music
Sheltie Collie Dog Shirt,60.0,1990,,
Woodstock Concert Shirt,200.0,1990,Woodstock,Music
Wolves The Mountain Tie Dye Shirt,125.0,1990,,
Wild Wild West Movie Promo Shirt,500.0,1990,,
Weird Al Yankovic Galactic Tour Shirt,125.0,1990,,
Tom Petty & The Heartbreakers Echo Tie Dye Tour Shirt,250.0,1990,Tom Petty,Music
Tim McGraw A Place In The Sun Tour Shirt,100.0,1990,,
Three Stooges Curly John Lennon Shirt,125.0,1990,John Lennon,Music
The Simpsons C.M. Burns Release The Hounds Shirt,160.0,1990,The Simpsons,Entretainment
The Rock Know Your Role WWF Shirt,400.0,1990,,
The Judds Shirt,200.0,1990,,
The Guess Who Tour Shirt,60.0,1990,,
The Doors Jim Morrison Shirt,135.0,1990,,
Ted Nugent Tour Shirt,50.0,1990,,
Star Wars Episode 1 Shirt,150.0,1990,Star Wars,Entretainment
Spring Break Tie Dye Shirt,150.0,1990,,
Sevendust Home Shirt,100.0,1990,,
Rolling Stones No Security Tour Shirt,150.0,1990,Rolling Stones,Music
Rolling Stones No Security Tie Dye Shirt,175.0,1990,Rolling Stones,Music
Roger Waters In The Flesh Shirt,150.0,1990,,
REM Up Shirt,200.0,1990,,
Ramones Skull Shirt,250.0,1990,Ramones,Music
Rage Against The Machine Shirt,150.0,1990,,
Primus 2000 Shirt,250.0,1990,,
Pokemon Ash & Pikachu Shirt,100.0,1990,,
Poison Staff Crew Tour Shirt,50.0,1990,Poison,Music
Pink Floyd Wish You Were Here Shirt,200.0,1990,Pink Floyd,Music
Peter Frampton Tour Shirt,65.0,1990,,
Our Lady Peace Masturbating Shirt,100.0,1990,,
Neo Chicago Shirt,75.0,1990,,
Misfits Shirt,300.0,1990,,
Misfits Legacy Of Brutality Shirt,250.0,1990,,
Misfits Legacy Of Brutality Long Sleeve Shirt,300.0,1990,,
Metallica Tour Shirt,150.0,1990,Metallica,Music
Meat Loaf VH1 Storytellers Shirt,200.0,1990,,
Lit Orange County California USA Shirt,100.0,1990,,
Limp Bizkit Tour Shirt,135.0,1990,,
Limp Bizkit Significant Other Tour Shirt,150.0,1990,,
Kenny Chesney She Thinks My Tractor’s Sexy Shirt,120.0,1990,,
Kenny Chesney She Thinks My Tractor’s Sexy Shirt,125.0,1990,,
Kenny Chesney She Thinks My Tractor’s Sexy Shirt,100.0,1990,,
Kenny Chesney She Thinks My Tractor's Sexy Shirt,125.0,1990,,
John Mellencamp Rural Electrification Tour Shirt,100.0,1990,,
Harley Davidson Strong And Free Shirt,75.0,1990,,
Harley Davidson Motown Detroit Shirt,125.0,1990,,
Great White Tour Shirt,100.0,1990,,
Grateful Dead Cards Liquid Blue Tie Dye Shirt,200.0,1990,Grateful Dead,Music
Godsmack Voodoo Tour shirt,135.0,1990,,
Godsmack Shirt,150.0,1990,,
Elton John Tour Shirt,125.0,1990,Elton John,Music
Eagles Millennium Concerts Shirt,150.0,1990,Eagles,Music
Def Leppard European Tour Shirt,75.0,1990,Def Leppard,Music
Dave Matthews Band Tour Shirt,85.0,1990,,
Crosby Stills Nash & Young Looking Forward To Tour Shirt,60.0,1990,,
Butterfly Shirt,85.0,1990,,
Bob Marley Shirt,125.0,1990,,
Bloodhound Gang The Bad Touch Shirt,125.0,1990,,
Black Sabbath Reunion Tour Shirt,200.0,1990,Black Sabbath,Music
Black Sabbath Doomsday Reunion Tour Shirt,135.0,1990,Black Sabbath,Music
Black Sabbath Doomsday Reunion Tour Shirt,200.0,1990,Black Sabbath,Music
Black Sabbath Doomsday Reunion Tour Shirt,150.0,1990,Black Sabbath,Music
Austin Powers Dr. Evil Shirt,300.0,1990,,
Alice Cooper Insanity Shirt,125.0,1990,Alice Cooper,Music
Aerosmith Nothing Can Stop This Rock Tour Shirt,125.0,1990,Aerosmith,Music
2Pac Winterland Shirt,400.0,1990,,
WWF Attitude Come Get Some Shirt,150.0,1990,,
White Zombie Shirt,175.0,1990,,
Vince Gill Skeleton Local Crew Shirt,80.0,1990,,
Van Halen III Check Out The Big Brain On Brad Shirt,200.0,1990,Van Halen,Music
Undertaker Rest In Peace WWF Wrestling Shirt,300.0,1990,,
Undertaker Rest In Peace WWF Shirt,200.0,1990,,
Ultimate Fakebook Electric Kissing Parties Shirt,150.0,1990,Kiss,Music
Travis Tritt Burning Thunder Tour Shirt,80.0,1990,,
Travis Tritt Burning Thunder Tour Shirt,125.0,1990,,
Titanic Movie Shirt,500.0,1990,,
Three Stooges All Over Print Shirt,150.0,1990,,
The Rock Layin' The Smack Down WWF Shirt,150.0,1990,,
Sting WCW NWO Wrestling Shirt,300.0,1990,,
Stevie Nicks Enchanted Tour Shirt,200.0,1990,,
Starcraft Protoss Blizzard Entertainment Shirt,200.0,1990,,
Star Trek Insurrection Shirt,100.0,1990,,
Star Trek Insurrection Movie Promo Shirt,250.0,1990,,
Spice Girls Spiceworld Tour Shirt,250.0,1990,,
South Park Cartman Respect My Authority Shirt,150.0,1990,,
Smokin Grooves Tour Shirt,600.0,1990,,
Shania Twain World Tour Shirt,175.0,1990,,
Shania Twain World Tour Shirt,200.0,1990,,
Shania Twain Shirt,150.0,1990,,
Shania Twain Shirt,100.0,1990,,
Shania Twain Shirt,125.0,1990,,
Shania Twain Shirt,135.0,1990,,
Shania Twain Shirt,250.0,1990,,
Semisonic Feeling Strangely Fine Shirt,125.0,1990,,
Scooby Doo Big Print Shirt,250.0,1990,,
Rolling Stones No Security Tour Tie Dye Shirt,135.0,1990,Rolling Stones,Music
Robert Plant Jimmy Page Zoso Tie Dye Tour Shirt,250.0,1990,Jimmy Page,Music
Rob Zombie Hellbilly Deluxe Tour Shirt,300.0,1990,,
Rob Zombie Hellbilly Deluxe Tour Shirt,125.0,1990,,
Reba McEntire 20 Year Anniversary Shirt,100.0,1990,,
Planet Of The Apes Movie Promo Shirt,150.0,1990,,
Planet Hollywood Roma Raphael Two Cherubs Shirt,125.0,1990,,
Ozzfest Tour Tie Dye Shirt,300.0,1990,,
Oooga-Chaka Dancing Baby Shirt,125.0,1990,,
NWO Wolfpac WCW Shirt,150.0,1990,,
NWO New World Order WCW Shirt,175.0,1990,,
NWO Hollywood Hulk Hogan New World Order WCW Shirt,250.0,1990,,
NWO 4 Life WCW Balzout Shirt,150.0,1990,,
Nickelodeon Rugrats The Movie Shirt,100.0,1990,,
New World Order NWO Wolfpac Shirt,125.0,1990,,
Michael Bolton Wynonna Judd Crew Concert Shirt,65.0,1990,,
Megadeth Jambo-Freakin-Ree Tie Dye Concert Shirt,75.0,1990,,
Matchbox 20 Shirt,125.0,1990,,
Mark McGwire Home Run King Shirt,50.0,1990,,
Leann Rimes Something To Talk About Tour Shirt,125.0,1990,,
John Lennon Imagine New York City Shirt,135.0,1990,John Lennon,Music
Jimmy Page Robert Plant Zoso US Tour Tie Dye Shirt,185.0,1990,Jimmy Page,Music
Jimmy Page Robert Plant Zoso Tour Tie Dye Shirt,200.0,1990,Jimmy Page,Music
Jimmy Page Robert Plant Zoso Tie Dye Tour Shirt,200.0,1990,Jimmy Page,Music
Jimmy Page Robert Plant Walking Into Everywhere Tour Shirt,125.0,1990,Jimmy Page,Music
Jimmy Page & Robert Plant Zoso World Tour Tie Dye Shirt,200.0,1990,Jimmy Page,Music
Jimmy Page & Robert Plant World Tour Shirt,200.0,1990,Jimmy Page,Music
Jimmy Page & Robert Plant Walking Into Everywhere Tour Shirt,100.0,1990,Jimmy Page,Music
Jimmy Page & Robert Plant Walking Into Clarksdale Tour Shirt,175.0,1990,Jimmy Page,Music
Jimmy Buffett Carnival Tour Shirt,125.0,1990,Jimmy Buffett,Music
Jimmy Buffett Carnival Tour Long Sleeve Shirt,200.0,1990,Jimmy Buffett,Music
Jimmy Buffett Carnival Tour Long Sleeve Shirt,250.0,1990,Jimmy Buffett,Music
Jeff Gordon Nascar Chase Authentics All Over Print Shirt,250.0,1990,,
Harley Davidson Eagle Lakeland Florida Shirt,100.0,1990,,
Gravity Kills Perversion Shirt,150.0,1990,,
Grateful Dead Keep It Green Liquid Blue Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Grateful Dead Beach Tie Dye Shirt,250.0,1990,Grateful Dead,Music
Grateful Dead American Beauty Liquid Blue Shirt,200.0,1990,Grateful Dead,Music
Goldberg WCW Shirt,150.0,1990,,
Gipsy Kings Shirt,125.0,1990,,
George Strait Country Music Festival Shirt,100.0,1990,,
Garbage Version 2.0 Tour Shirt,200.0,1990,,
Edgefest Arlington Texas Concert Shirt,125.0,1990,,
Dr Seuss Shirt,150.0,1990,,
Diamond Rio Concert Shirt,100.0,1990,,
Day In The Garden Woodstock Shirt,150.0,1990,Woodstock,Music
Chris Isaak Speak Of The Devil Shirt,50.0,1990,,
Chaos Comics Have A Psychotic Day Shirt,175.0,1990,,
Brian Setzer Orchestra The Dirty Boogie Tour Shirt,60.0,1990,,
Bret The Hitman Hart WCW Shirt,250.0,1990,,
Bret The Hitman Hart NWO WCW Shirt,300.0,1990,,
Betty Boop All American Shirt,100.0,1990,,
Beatles Shirt,150.0,1990,Beatles,Music
Avengers Captain America Lives Again Marvel Comics Shirt,225.0,1990,,
Zetafest Music Festival Shirt,150.0,1990,,
White Tiger Big Print Shirt,125.0,1990,,
Tupac Shakur Gone But Not Forgotten Shirt,300.0,1990,,
Tupac Shakur Gone But Not Forgotten Shirt,400.0,1990,,
Travis Tritt Tour Shirt,125.0,1990,,
Tim McGraw Everywhere Tour Shirt,125.0,1990,,
The Beatles Rubber Soul Shirt,150.0,1990,Beatles,Music
The Beatles Liverpool England Tie Dye Shirt,250.0,1990,Beatles,Music
The Band Carnegie Hall Concert Tie Dye Shirt,200.0,1990,,
Tazmanian Devil WTF You Looking At Warner Brothers Shirt,150.0,1990,,
Superman DC Comics Tie Dye Shirt,300.0,1990,,
Superman DC Comics Shirt,100.0,1990,,
Sugar Ray Floored Shirt,150.0,1990,,
Steve Miller Band Tour Shirt,75.0,1990,,
Star Wars Millennium Falcon Tie Dye Shirt,300.0,1990,Star Wars,Entretainment
South Park Eric Cartman Beefcake Shirt,125.0,1990,,
South Park Chef It's Salisbury Steak Day Shirt,100.0,1990,,
Shawn Michaels Heartbreak Kid WWF Shirt,150.0,1990,,
Santana Heaven Smiles Shirt,150.0,1990,,
Rolling Stones Tie Dye Shirt,250.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon World Tour Shirt,150.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Tie Dye Shirt,200.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Tie Dye Shirt,250.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Tie Dye Shirt,185.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,145.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,150.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,100.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,250.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,175.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tour Shirt,140.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tie Dye Tour Shirt,300.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tie Dye Tour Shirt,180.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tie Dye Tour Shirt,200.0,1990,Rolling Stones,Music
Rolling Stones Bridges To Babylon Tie Dye Shirt,300.0,1990,Rolling Stones,Music
Rolling Bridges To Babylon Tie Dye Tour Shirt,250.0,1990,,
REO Speedwagon Our Time Is Gonna Come Tour Shirt,100.0,1990,,
Ramones Hey Ho Let's Go Shirt,250.0,1990,Ramones,Music
Rage Against The Machine North American Tour Shirt,200.0,1990,,
Queensryche Sign Of The Times Shirt,100.0,1990,,
Puff Daddy & The Family No Way Out World Tour Shirt,400.0,1990,,
Pink Floyd The Wall Winterland Shirt,200.0,1990,Pink Floyd,Music
Ozzy Osbourne Ozzfest Tour Shirt,175.0,1990,Ozzy Osbourne,Music
Ozzy Osbourne Ozzfest Tour Shirt,100.0,1990,Ozzy Osbourne,Music
Ozzy Osbourne Ozzfest Concert Shirt,200.0,1990,Ozzy Osbourne,Music
Ozzy Osbourne Ozzfest Shirt,150.0,1990,Ozzy Osbourne,Music
Notorious BIG Biggie Smalls Shirt,1.2,1990,,
No Doubt Tragic Kingdom Tour Local Crew Shirt,50.0,1990,,
Mr. Freeze Batman DC Comics Big Print Shirt,400.0,1990,Batman,Entretainment
Motley Crue Generation Swine Shirt,150.0,1990,Motley Crue,Music
Mighty Mighty Bosstones Let's Face It Tour Shirt,100.0,1990,,
Metallica Blind Man's Ball Concert Shirt,250.0,1990,Metallica,Music
Marilyn Manson Fish Shirt,150.0,1990,Marilyn Manson,Music
Marilyn Manson Antichrist By Choice Shirt,275.0,1990,Marilyn Manson,Music
Lorrie Morgan Shakin Things Up Local Crew Tour Shirt,50.0,1990,,
Lollapalooza Tour Stu & Ted's Excellent Adventure Shirt,150.0,1990,Lollapalooza,Music
Live Secret Samadhi Tour Shirt,100.0,1990,,
Live Secret Samadhi Tour Shirt,125.0,1990,,
Live Secret Samadhi Tour Shirt,80.0,1990,,
Kiss Destroyer Tie Dye Shirt,175.0,1990,Kiss,Music
Kansas City Chiefs NFL Football Shirt,60.0,1990,,
Jurassic Park The Lost World Tie Dye Shirt,150.0,1990,,
John Lennon Shirt,100.0,1990,John Lennon,Music
Joe Walsh The Anthology Tour Shirt,40.0,1990,,
Jimi Hendrix Tie Dye Shirt,300.0,1990,Jimi Hendrix,Music
Jimi Hendrix Tie Dye Shirt,350.0,1990,Jimi Hendrix,Music
Jimi Hendrix Crying Blue Rain Tie Dye Shirt,250.0,1990,Jimi Hendrix,Music
Iron Maiden Monsters Of Rock Tie Dye Concert Shirt,275.0,1990,Iron Maiden,Music
Harley Davidson Proud & Fearless Alaska Shirt,100.0,1990,,
Green Bay Packers Tasmanian Devil NFL Warner Brothers Shirt,100.0,1990,,
Grateful Dead China Rider Liquid Blue Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Further Festival Jerry Garcia Tie Dye Tour Shirt,175.0,1990,,
Foo Fighters Shirt,300.0,1990,,
Fleetwood Mac Tour Shirt,150.0,1990,Fleetwood Mac,Music
Fleetwood Mac Shirt,200.0,1990,Fleetwood Mac,Music
Elton John The Big Picture Tour Shirt,135.0,1990,Elton John,Music
Doom Nintendo 64 Shirt,400.0,1990,,
Doom 64 Nintendo Shirt,175.0,1990,,
Dead Kennedys Shirt,150.0,1990,,
Danzig Blackacidevil Shirt,200.0,1990,,
Chicago Bulls NBA Finals Shirt,125.0,1990,,
Boston Tour Shirt,100.0,1990,,
Blues Traveler Straight On Till Morning Tour Shirt,150.0,1990,,
Black Sabbath Tour Shirt,200.0,1990,Black Sabbath,Music
Ben Folds Five Kiss My Ass Shirt,150.0,1990,Kiss,Music
Beck Call Me Bek Local Crew Concert Shirt,200.0,1990,,
Batman Costume All Over Shirt,125.0,1990,Batman,Entretainment
Aerosmith Nine Lives World Tour Shirt,100.0,1990,Aerosmith,Music
Aerosmith Nine Lives North American Tour Shirt,125.0,1990,Aerosmith,Music
Aerosmith Light Em Up  Load Em Out Crew Tour Shirt,80.0,1990,Aerosmith,Music
Aerosmith 9 Lives World Tour Shirt,125.0,1990,Aerosmith,Music
311 Transistor Tour Shirt,200.0,1990,311,Music
311 Local Crew Concert Shirt,60.0,1990,311,Music
Zephyr Fest New Orleans Concert Shirt,200.0,1990,,
Wynonna Judd Revelations World Tour Shirt,100.0,1990,,
White Zombie Astro Creep 2000 Tour Shirt,400.0,1990,,
Weird Al Yankovic Bad Hair Tour Shirt,200.0,1990,,
Type O Negative Liberation Of Vinnland Tour Shirt,300.0,1990,Type O Negative,Music
Type O Negative All You Need Is Blood Shirt,400.0,1990,Type O Negative,Music
Tweety Bird Hearts Warner Brothers Shirt,125.0,1990,,
Toadies North American Tour Shirt,125.0,1990,,
The Wallflowers Bringing Down The Horse Shirt,150.0,1990,,
The Tick Eat My Justice Shirt,250.0,1990,,
The Simpsons Homer Simpson Just Donut Shirt,200.0,1990,The Simpsons,Entretainment
The Beatles For Sale Shirt,125.0,1990,Beatles,Music
SXSW South By Southwest Shirt,100.0,1990,,
Steve Miller Band Spring Tour Shirt,100.0,1990,,
Steer Harry Stanley Desantis Shirt,60.0,1990,,
Star Wars Boba Fett For Hire Shirt,225.0,1990,Star Wars,Entretainment
Space Jam Pre-Game Long Sleeve Shirt,150.0,1990,,
Southwest Airlines Special Marketing Shirt,150.0,1990,,
Smashing Pumpkins Mellon Collie And The Infinite Sadness Shirt,250.0,1990,Smashing Pumpkins,Music
Sea Turtles Liquid Blue Tie Dye Shirt,125.0,1990,,
Scorpions Pure Instinct Tour Shirt,125.0,1990,,
Scorpions Pure Instinct Tour Shirt,100.0,1990,,
Rusted Root Remember Tour Shirt,100.0,1990,,
Rush Test For Echo Tie Dye Tour Shirt,175.0,1990,,
Rod Stewart Long Sleeve Tour Shirt,150.0,1990,,
Rockfest Staff Shirt,50.0,1990,,
Rattlesnake Liquid Blue All Over Print Tie Dye Shirt,100.0,1990,,
Porno For Pyros Good God's Urge Shirt,300.0,1990,,
Pink Floyd One Day In Hell Crew Tour Shirt,175.0,1990,Pink Floyd,Music
Ozzy Osbourne Ozzmosis Shirt,300.0,1990,Ozzy Osbourne,Music
Ottmar Liebert Opium Tour Shirt,40.0,1990,,
NCAA College World Series ESPN Polo Shirt,50.0,1990,,
Native American Liquid Blue All Over Print Shirt,100.0,1990,,
Native American Hawk Tie Dye Shirt,100.0,1990,,
Mr. Ass Check Out My Ass WWF Shirt,250.0,1990,,
Moody Blues Time Traveler Tie Dye Shirt,150.0,1990,,
Metallica Lollapalooza Loadapaloozas Crew Shirt,300.0,1990,Lollapalooza,Music
Matchbox Twenty Yourself Or Someone Like You Shirt,175.0,1990,,
Marilyn Manson The End Shirt,175.0,1990,Marilyn Manson,Music
Marilyn Manson Beautiful People Antichrist Superstar Shirt,300.0,1990,Marilyn Manson,Music
Magic The Gathering Pro Tour Qualifier Shirt,250.0,1990,,
Lollapalooza Metallica Loadapaloozas Crew Concert Shirt,125.0,1990,Lollapalooza,Music
Lollapalooza Concert Shirt,400.0,1990,Lollapalooza,Music
Korn Shirt,200.0,1990,Korn,Music
Kiss Reunited & Rockin Tour Tie Dye Shirt,150.0,1990,Kiss,Music
Kiss Army Shirt,125.0,1990,Kiss,Music
Killer Vintage Axis Power Trio Shirt,100.0,1990,,
Kansas City Royals Florida Spring Training Shirt,75.0,1990,,
John Michael Montgomery What I Do Best Shirt,50.0,1990,,
John Michael Montgomery Tour Shirt,65.0,1990,,
John Lennon New York City Shirt,125.0,1990,John Lennon,Music
John Kay & Steppenwolf Tour Shirt,100.0,1990,,
Jimmy Buffett Carnival Tour Long Sleeve Shirt,200.0,1990,Jimmy Buffett,Music
Jeff Gordan Nascar Chase Racewear All Over Print Shirt,200.0,1990,,
House Of Blues Dr Martens Joe Cocker Concert Shirt,125.0,1990,,
Harley Davidson Legend Carved In Stone Shirt,150.0,1990,,
Gravity Kills Shirt,150.0,1990,,
Grateful Dead Deadcathalon Olympics Liquid Blue Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Garth Brooks World Tour Shirt,75.0,1990,Garth Brooks,Music
Garth Brooks World Tour Shirt,100.0,1990,Garth Brooks,Music
Garth Brooks Tour Shirt,125.0,1990,Garth Brooks,Music
Friends Shirt,125.0,1990,,
Essence Music Festival Shirt,300.0,1990,,
Emerson Lake & Palmer World Tour Shirt,100.0,1990,,
Eagles Hell Freezes Over Tour Shirt,250.0,1990,Eagles,Music
Don't Bother Me Tasmanian Devil Wile E Coyote Warner Brothers Shirt,150.0,1990,,
Crown Royal Country Music Series Tour Shirt,100.0,1990,,
Crown Royal Country Music Series Tour Shirt,75.0,1990,,
Cory McClenathan Drag Racing Shirt,75.0,1990,,
Chicago Bulls Greatest Team Ever Shirt,100.0,1990,,
Chicago Bulls 4 Time NBA Champions Shirt,100.0,1990,,
Cannibal Corpse Monolith Of Death Tour Shirt,300.0,1990,,
Bush Razorblade Suitcase Shirt,200.0,1990,,
Blues Traveler Live From The Fall Shirt,100.0,1990,,
Bloodsport 2 The Next Kumite Movie Promo Shirt,100.0,1990,,
Blackstreet No Diggity No Doubt World Tour Shirt,300.0,1990,,
Batman & Robin Movie DC Comics Shirt,300.0,1990,Batman,Entretainment
Alice Cooper School's Out Summer Tour Shirt,200.0,1990,Alice Cooper,Music
